2742	Everyone Should Automatically Be Opted into an Organ Donation Scheme	What if a doctor decides to 'let you go' to get an organ?	refutes
2743	Everyone Should Automatically Be Opted into an Organ Donation Scheme	Some people will be distressed by the removal of their loved-ones’ organs	refutes
2744	Everyone Should Automatically Be Opted into an Organ Donation Scheme	Most people support organ donation, only a few carry the card	supports
2745	Everyone Should Automatically Be Opted into an Organ Donation Scheme	Some just don’t bother to register as a donor, even if they support the cause.	supports
2746	Everyone Should Automatically Be Opted into an Organ Donation Scheme	What if your loved-one was a recipient?	supports
2747	Everyone Should Automatically Be Opted into an Organ Donation Scheme	What use are organs to you when you’re dead?	supports
2748	Everyone Should Automatically Be Opted into an Organ Donation Scheme	It will be difficult to opt-out	refutes
2749	Everyone Should Automatically Be Opted into an Organ Donation Scheme	Other countries that have it have not seen a direct increase in donation.	refutes
2750	Everyone Should Automatically Be Opted into an Organ Donation Scheme	According other countries, it hasn't increased donation.	refutes
2751	Everyone Should Automatically Be Opted into an Organ Donation Scheme	There's no direct correlation  with other countries showing an increase in donations.	refutes
2752	Everyone Should Automatically Be Opted into an Organ Donation Scheme	new ways should be expolred to attract people to be organ donors.	refutes
2753	Everyone Should Automatically Be Opted into an Organ Donation Scheme	organ donation cannot be made compulsory	refutes
2754	Everyone Should Automatically Be Opted into an Organ Donation Scheme	organ donation is a good thing	supports
2755	It makes sense to drive to an out of town to a shopping centre	Out of town retail developments are bad for the environment	refutes
2756	It makes sense to drive to an out of town to a shopping centre	Out of town malls damage town centres	refutes
2757	It makes sense to drive to an out of town to a shopping centre	Out of town malls can hinder the development of downtown areas.	refutes
2758	Professional sportsmen must be required to represent their countries at the international level	A moral duty to play for your country	supports
2759	Professional sportsmen must be required to represent their countries at the international level	A sense of moral obligation to play for your country.	supports
2760	Professional sportsmen must be required to represent their countries at the international level	A civilly moral obligation to play for your country.	supports
2761	Professional sportsmen must be required to represent their countries at the international level	Playing for your country is a mortal duty.	supports
2762	Professional sportsmen must be required to represent their countries at the international level	A mortal duty requires you to play for your country.	supports
2763	Professional sportsmen must be required to represent their countries at the international level	Beneficial for the player	supports
2764	Professional sportsmen must be required to represent their countries at the international level	There is no need for compulsion	refutes
2765	Professional sportsmen must be required to represent their countries at the international level	Benefits to the nation	supports
2766	Hate speech on campus has to censored	Danger to students	supports
2767	Hate speech on campus has to censored	Universities are bastions of free expression	refutes
2768	Hate speech on campus has to censored	Universities allow for free expression.	refutes
2769	Hate speech on campus has to censored	Free expression is common at universities.	refutes
2770	Hate speech on campus has to censored	Freedom of expression is a means to education	refutes
2771	Hate speech on campus has to censored	Freedom of expression is a political right	refutes
2772	Hate speech on campus has to censored	Free expression is an inalienable right.	refutes
2773	Hate speech on campus has to censored	Political rights include freedom of expression.	refutes
2774	Hate speech on campus has to censored	The marketplace of ideas	refutes
2775	Healthy eating should be made mandatory	Too hard to enforce	refutes
2776	Healthy eating should be made mandatory	It is too difficult to govern.	refutes
2777	Healthy eating should be made mandatory	Enforcement is nearly impossible.	refutes
2778	Healthy eating should be made mandatory	There is no one healthy diet	refutes
2779	Healthy eating should be made mandatory	Our economy suffers because of unhealthy eating	supports
2780	Gender Equality is Treating Men and Women in the Same Way	You have to treat people differently in order to reach equality	refutes
2781	Gender Equality is Treating Men and Women in the Same Way	Positive discrimination towards women should not be allowed	supports
2782	Gender Equality is Treating Men and Women in the Same Way	Positive discrimination towards women should be allowed	refutes
2783	Gender Equality is Treating Men and Women in the Same Way	It is right to treated women differently than men in some cases.	refutes
2784	Gender Equality is Treating Men and Women in the Same Way	Due to physical difference between men and women, it's ok to have some positive discrimination towards women.	refutes
2785	Gender Equality is Treating Men and Women in the Same Way	Positive discrimination for women is discrimination	supports
2786	Gender Equality is Treating Men and Women in the Same Way	All-women shortlists or quotas restrict a constituent's freedom of choice	supports
2787	Gender Equality is Treating Men and Women in the Same Way	Positive discrimination takes away voters' freedom of choice by limiting their choices to women	supports
2788	Catcher in the Rye is a bad book	The book is too long	supports
2789	Catcher in the Rye is a bad book	The book is depressing	supports
2790	Create an African Criminal Court	ICC treats Africa differently	supports
2791	Create an African Criminal Court	ICC is biased against Africans	supports
2792	Create an African Criminal Court	The ICC is against African ideals.	supports
2793	Create an African Criminal Court	The ICC is in direct opposition of African beliefs.	supports
2794	Create an African Criminal Court	The ICC has an anti-African bias	supports
2795	Create an African Criminal Court	ACC could deal with pan-African problems that the ICC does not address	supports
2796	Create an African Criminal Court	Africa has a strong voice in the ICC	refutes
2797	We should support universal basic income	Universal Basic Income (UBI) takes money from the poor and gives it to everyone, increasing poverty and depriving the poor of needed targeted support	refutes
2798	Self-determination of peoples is a human right	Self-determination is necessary to protect minority cultures.	supports
2799	Self-determination of peoples is a human right	Minority cultures must have self-determination to succeed.	supports
2800	Self-determination of peoples is a human right	Without self-determination, minority cultures cannot be protected.	supports
2801	Self-determination of peoples is a human right	What matters are individual democratic rights, not necessarily collective self-determination.	refutes
2802	Self-determination of peoples is a human right	Individual democratic rights are more important than collective self-determination.	refutes
2803	Self-determination of peoples is a human right	The rights of the individual in democracies is more important than collective self-determination.	refutes
2804	Self-determination of peoples is a human right	Self-determination can destabilise nation states, sometimes with very destructive consequences.	refutes
2805	Self-determination of peoples is a human right	Self-determination embodies the fundamental right of peoples to decide their own futures.	supports
2806	Self-determination of peoples is a human right	Self-determination is about deciding your own fate.	supports
2807	Self-determination of peoples is a human right	All peoples have a fundamental right to determine their own future.	supports
2808	Self-determination of peoples is a human right	Self-determination offers a way to resolve otherwise intractable disputes.	supports
2809	Self-determination of peoples is a human right	Without self-determination, some disputes are unsolvable.	supports
2810	Self-determination of peoples is a human right	Self-determination is how we resolve some intractable issues.	supports
2811	Self-determination of peoples is a human right	Self-determination and independence is recognition of the fact that indigenous peoples were unfairly treated by colonial powers, and their proprietary rights abused.	supports
2812	Self-determination of peoples is a human right	The rise of universal human rights makes self-determination increasingly irrelevant.	refutes
2813	Self-determination of peoples is a human right	Universal human rights makes self-determination less important.	refutes
2814	Self-determination of peoples is a human right	Self-determination is irrelevant in the era of universal human rights.	refutes
2815	We believe in the right to reply	There is a sense of natural justice that corrections should come in this form rather than a tiny note.	supports
2816	We believe in the right to reply	Anyone can respond to critique.	supports
2817	We believe in the right to reply	Protests are a natural form of response.	supports
2818	We believe in the right to reply	natural justice should not come by a note	supports
2819	We believe in the right to reply	justice that is natural should not come in the form of a tiny note	supports
2820	We believe in the right to reply	It is only fair where something inaccurate has been said to allow for a correction.	supports
2821	We believe in the right to reply	This undermines actual parity by creating a false sense of the right to reply.	refutes
2822	We believe in the right to reply	Persons should not be dissuaded from response.	refutes
2823	We believe in the right to reply	This will undermine real parity by making a false sense of the right to reply	refutes
2824	Legal empowerment is provided for women through land titling	Land titles do not solve the main issue for women - rental markets.	refutes
2825	Legal empowerment is provided for women through land titling	Property has no bearing on women's wealth.	refutes
2826	Legal empowerment is provided for women through land titling	Land titles will help end violence against women.	supports
2827	Legal empowerment is provided for women through land titling	Because of land titles, violence against women would come to an end.	supports
2828	Legal empowerment is provided for women through land titling	Land titles would help protect women from violence.	supports
2829	Legal empowerment is provided for women through land titling	Land titles are not affordable to poor women	refutes
2830	Legal empowerment is provided for women through land titling	Land titles will develop entrepreneurial women.	supports
2831	Legal empowerment is provided for women through land titling	More women would become entrepreneurs because of land titles.	supports
2832	Legal empowerment is provided for women through land titling	Land titles would mean that more women could become entrepreneurs.	supports
2833	Legal empowerment is provided for women through land titling	Land titles for women today will provide inter-generational equalities for the future.	supports
2834	Legal empowerment is provided for women through land titling	Giving land titles to women now would lead to an equal playing field in the future.	supports
2835	Legal empowerment is provided for women through land titling	In the future, women would have more equality if they are given land titles today.	supports
2836	Legal empowerment is provided for women through land titling	Land titling will increase female poverty.	refutes
2837	Legal empowerment is provided for women through land titling	Owning land will put women in poverty.	refutes
2838	Legal empowerment is provided for women through land titling	Women get poor through land ownership.	refutes
2839	Legal empowerment is provided for women through land titling	Land titles mean single women can build decent homes.	supports
2840	Legal empowerment is provided for women through land titling	Single women could build good homes with land titles.	supports
2841	Legal empowerment is provided for women through land titling	Women who are not married would be able to get a decent home thanks to land titles.	supports
2842	African borders must be redefined to reflect ethnic groups	Damages dreams of African unity	refutes
2843	African borders must be redefined to reflect ethnic groups	The goal of Damages is to create African unity.	refutes
2844	African borders must be redefined to reflect ethnic groups	African unity is the hope of Damages.	refutes
2845	African borders must be redefined to reflect ethnic groups	Ethnic borders erase a wrong of history	supports
2846	African borders must be redefined to reflect ethnic groups	Ethnic borders return societies to their logical segments and undoes the inequity that was artificially created.	supports
2847	Human Cloning has to be banned	Cloning should be allowed for those who can’t otherwise have a child	refutes
2848	Human Cloning has to be banned	For those who can't conceive, cloning should be an option.	refutes
2849	Human Cloning has to be banned	Cloning should be acceptable if people cannot have children.	refutes
2850	Human Cloning has to be banned	Cloning is unsafe	supports
2851	Human Cloning has to be banned	Since it is considered unsafe, human cloning should be banned.	supports
2852	Human Cloning has to be banned	Given the fact that it is currently unsafe, it is in the public's best interest to ban human cloning.	supports
2853	Human Cloning has to be banned	Cloning harms families	supports
2854	Human Cloning has to be banned	Families are harmed with cloning	supports
2855	Human Cloning has to be banned	In order to protect families, human cloning should be banned.	supports
2856	Human Cloning has to be banned	Banning human cloning would be one way to protect families from harm.	supports
2857	Human Cloning has to be banned	Cloning violates human dignity	supports
2858	Human Cloning has to be banned	Human dignity is definitely violated with Cloning.	supports
2859	Human Cloning has to be banned	Violations to the dignified human occur with cloning.	supports
2860	"Guinea-Bissau should not let itself be turned in to a front of the US’ ""war on drugs"""	Sacrifice of sovereignty	supports
2861	"Guinea-Bissau should not let itself be turned in to a front of the US’ ""war on drugs"""	War on the poor	supports
2862	The use of child performers should be banned	It is unethical to expose children to the pressures of performing	supports
2863	The use of child performers should be banned	Imposing pressure on a child performer to perform is unethical.	supports
2864	The use of child performers should be banned	Many consider it unethical to expose children to the pressures of performing.	supports
2865	The use of child performers should be banned	Children shouldn't be pressured into performing.	supports
2866	The use of child performers should be banned	Exposing children to performance pressure is unethical.	supports
2867	The use of child performers should be banned	The government has no right to prevent children from doing what they enjoy and are good at	refutes
2868	The use of child performers should be banned	The children should have the final say on whether they want to do it or not.	refutes
2869	The use of child performers should be banned	The government should not interfere  in a child's decision.	refutes
2870	The use of child performers should be banned	the government cannot protect children from entertaining	refutes
2871	The use of child performers should be banned	performers are at risk of exploitation	supports
2872	The use of child performers should be banned	There exists the possibility that child performers can be exploited.	supports
2873	The use of child performers should be banned	Some child performers may be exploited by industry executives.	supports
2874	The use of child performers should be banned	Child performers might be exploited.	supports
2875	The use of child performers should be banned	There is a risk that child performers might be exploited.	supports
2876	The use of child performers should be banned	Being a performer limits a child’s formal education	supports
2877	The use of child performers should be banned	A child performer's formal education is limited by their work.	supports
2878	The use of child performers should be banned	Work puts limits on the formal education received by a child performer.	supports
2879	The use of child performers should be banned	A child's education is hampered by performing.	supports
2880	The use of child performers should be banned	When a child works as a performer, their education suffers.	supports
2881	The use of child performers should be banned	Allowing children to perform pushes them to grow up too soon	supports
2882	The use of child performers should be banned	Child performers are often pushed to grow up too soon.	supports
2883	The use of child performers should be banned	Children that perform are often pushed to grow up too soon.	supports
2884	The use of child performers should be banned	Children grow up too fast when they're performers.	supports
2885	The use of child performers should be banned	Being a performer forces a child to grow up too fast.	supports
2886	The use of child performers should be banned	Child performers are necessary for roles in some films, television shows, etc., and for the survival of some sports	refutes
2887	The use of child performers should be banned	Child performers are the only people who fit some of these roles	refutes
2888	The use of child performers should be banned	The child actors are the ones who can carry certain shows	refutes
2889	The use of child performers should be banned	Child performers help films and sports	refutes
2890	The use of child performers should be banned	child performers are good for movies and shows	refutes
2891	The use of child performers should be banned	If child performers were banned, many children would find a way to perform illegally, now without legal protection.	refutes
2892	The use of child performers should be banned	Even if banned, child performers would still be hired, although now without protection.	refutes
2893	The use of child performers should be banned	if performing children were banned, some would perform illegally	refutes
2894	The use of child performers should be banned	if children were banned from performing, some would do it anyways	refutes
2895	The use of child performers should be banned	There will always be child actors but by not banning them at least there will be some protection for them	refutes
2896	The use of child performers should be banned	Being a performer can make the child physically vulnerable	supports
2897	The use of child performers should be banned	A child becomes physically vulnerable when they become a child performer.	supports
2898	The use of child performers should be banned	It can make a child physically vulnerable to be a child performer.	supports
2899	The use of child performers should be banned	Working as a performer can make a child vulnerable.	supports
2900	The use of child performers should be banned	Physical vulnerability might be a factor in being a child performer	supports
2901	It should be allowed to patent genes	Genes are intellectual property thus patentable	supports
2902	It should be allowed to patent genes	Patenting drives up the cost of therapies and renders them unaffordable to the poor	refutes
2903	It should be allowed to patent genes	Therapy costs are increased and not affordable to poor people.	refutes
2904	It should be allowed to patent genes	This is a disadvantage for poor people as it increases the therapy costs and makes them inaccessible.	refutes
2905	It should be allowed to patent genes	Patenting enables knowledge sharing	supports
2906	Reality TV shows are an important part of popular culture today.	Reality TV shows bring out the worse in people.	refutes
2907	Reality TV shows are an important part of popular culture today.	Reality TV shows make celebrities out of talentless individuals.	refutes
2908	Reality TV shows are an important part of popular culture today.	Reality TV shows allow ordinary individuals a chance of stardom.	supports
2909	Reality TV shows are an important part of popular culture today.	Reality TV shows provide wonderful entertainment.	supports
2910	Reality TV shows are an important part of popular culture today.	Reality TV can provide you with hours of enjoyment.	supports
2911	Reality TV shows are an important part of popular culture today.	Reality TV shows allow us to see the real personalities of celebrities.	supports
2912	Reality TV shows are an important part of popular culture today.	Reality TV shows are just there to make money for their creators.	refutes
2913	Reality TV shows are an important part of popular culture today.	Many reality TV shows are distasteful	refutes
2914	Reality TV shows are an important part of popular culture today.	Reality TV is disgusting.	refutes
2915	Reality TV shows are an important part of popular culture today.	Lots of the reality TV shows are of poor taste.	refutes
2916	Reality TV shows are an important part of popular culture today.	People have died in connection with reality TV	refutes
2917	Reality TV shows are an important part of popular culture today.	There have been deaths from the reality TV shows.	refutes
2918	Reality TV shows are an important part of popular culture today.	Reality TV has had fatal consequences.	refutes
2919	16 year olds should be able to vote at presidental elections	children at 16 have no sense of decesion making	refutes
2920	16 year olds should be able to vote at presidental elections	Sixteen is too young to make decisions.	refutes
2921	16 year olds should be able to vote at presidental elections	At sixteen the brain is not developed enough to make decisions.	refutes
2922	16 year olds should be able to vote at presidental elections	16 year olds are not responsible enough to vote.	refutes
2923	16 year olds should be able to vote at presidental elections	16 year olds are not wise enough to vote at elections.	refutes
2924	16 year olds should be able to vote at presidental elections	Parents are guardians and should be trusted to vote in their children’s interests	refutes
2925	16 year olds should be able to vote at presidental elections	Minor's interests can be appropriately taken into consideration by the votes of their parents.	refutes
2926	16 year olds should be able to vote at presidental elections	A parent's vote should be counted as a vote in the interest of their child.	refutes
2927	16 year olds should be able to vote at presidental elections	Voting at a lower age would increase participation	supports
2928	16 year olds should be able to vote at presidental elections	More citizens would participate if the voting age were lowered.	supports
2929	16 year olds should be able to vote at presidental elections	A lower voting age would result in an increase in participation.	supports
2930	16 year olds should be able to vote at presidental elections	Young people would be more likely to misuse their vote	refutes
2931	16 year olds should be able to vote at presidental elections	Younger people are more likely to not take the impact of their vote seriously.	refutes
2932	16 year olds should be able to vote at presidental elections	Allowing young people to vote would be likely to result in inappropriate votes.	refutes
2933	16 year olds should be able to vote at presidental elections	16 year olds are mature enough to vote	supports
2934	16 year olds should be able to vote at presidental elections	16 year olds are informed enough to cast a vote.	supports
2935	16 year olds should be able to vote at presidental elections	It is appropriate for 16 year olds to have the right to vote.	supports
2936	16 year olds should be able to vote at presidental elections	At sixteen there is a lack of maturity that is necessary to vote responsibly.	refutes
2937	16 year olds should be able to vote at presidental elections	16 year olds don't have a high enough level of maturity to vote.	refutes
2938	16 year olds should be able to vote at presidental elections	16 years old is too much of an immature age to vote.	refutes
2939	16 year olds should be able to vote at presidental elections	children at 16 have no sense of decesion making	refutes
2940	16 year olds should be able to vote at presidental elections	No. too immature.	refutes
2941	16 year olds should be able to vote at presidental elections	Sixteen is too young to make decisions.	refutes
2942	16 year olds should be able to vote at presidental elections	At sixteen the brain is not developed enough to make decisions.	refutes
2943	16 year olds should be able to vote at presidental elections	16 year olds are not responsible enough to vote.	refutes
2944	16 year olds should be able to vote at presidental elections	16 year olds are not wise enough to vote at elections.	refutes
2945	16 year olds should be able to vote at presidental elections	Sixteen year olds are too immature to judge the validity of political arguments.	refutes
2946	16 year olds should be able to vote at presidental elections	It would help distinguish between levels of elections	supports
2947	16 year olds should be able to vote at presidental elections	There should not be different voting ages for different elections	supports
2948	16 year olds should be able to vote at presidental elections	YES, give them the rights they deserve!	supports
2949	16 year olds should be able to vote at presidental elections	Sixteen years would be a better option in developed countries	supports
2950	16 year olds should be able to vote at presidental elections	I think they should have these rights.	supports
2951	16 year olds should be able to vote at presidental elections	I would say give them the rights that they should have.	supports
2952	16 year olds should be able to vote at presidental elections	A slippery slope to forcing all countries to allow the vote at sixteen for all votes	refutes
2953	16 year olds should be able to vote at presidental elections	This slippery slope heads towards forcing all countires to lower the voting age to sixteen.	refutes
2954	16 year olds should be able to vote at presidental elections	This is a slippery slope that heads towards forcing all countries to allow voting at sixteen for all votes.	refutes
2955	16 year olds should be able to vote at presidental elections	This begins a slippery slope that can have global implications	refutes
2956	16 year olds should be able to vote at presidental elections	Doing so may encourage other countries to try something similar	refutes
2957	16 year olds should be able to vote at presidental elections	Would complicate elections	refutes
2958	16 year olds should be able to vote at presidental elections	This would complicate elections.	refutes
2959	16 year olds should be able to vote at presidental elections	Elections would become more complicated.	refutes
2960	16 year olds should be able to vote at presidental elections	Doing so would add more complications to elections	refutes
2961	16 year olds should be able to vote at presidental elections	This would make elections even more confusing	refutes
2962	16 year olds should be able to vote at presidental elections	EU elections would put young people off voting	refutes
2963	16 year olds should be able to vote at presidental elections	EU elections would discourage voting among young people.	refutes
2964	16 year olds should be able to vote at presidental elections	Voting among youth would be discouraged by EU elections.	refutes
2965	16 year olds should be able to vote at presidental elections	It would cause the youth to have less interest in voting	refutes
2966	Sexist advertising must be banned	Any changes in advertising should come from businesses themselves rather than through banning.	refutes
2967	Sexist advertising must be banned	Businesses bear the responsibility of self-policing themselves regarding sexist advertising.	refutes
2968	Sexist advertising must be banned	Sexist advertising is profitable	refutes
2969	Sexist advertising must be banned	Policies should be established which ban the promotion of sexist attitudes in advertising.	supports
2970	Sexist advertising must be banned	The greater advertising community should come together to decide guidelines for what is and what is not considered sexist advertising that should be banned.	supports
2971	Sexist advertising must be banned	Women have a right to be free of stereotyping.	supports
2972	Sexist advertising must be banned	Banning advertising that is in poor taste will help both men and women see people as people and not as objects.	supports
2973	Sexist advertising must be banned	Individuals have a choice and right to respond to ads and their meaning.	refutes
2974	Sexist advertising must be banned	Sexist advertising is harmful to society, especially women.	supports
2975	Sexist advertising must be banned	Viewing women as sex objects in advertising harms the status of women in society.	supports
2976	Sexist advertising must be banned	Sexist advertising is just another way of keeping women down.	supports
2977	The United States’ individual health insurance mandate is unconstitutional	The mandate is constitutional under the commerce clause	refutes
2978	The United States’ individual health insurance mandate is unconstitutional	Health insurance's individual mandate is constitutional.	refutes
2979	The United States’ individual health insurance mandate is unconstitutional	The United States’ individual health insurance mandate is constitutional because of he commerce clause.	refutes
2980	The United States’ individual health insurance mandate is unconstitutional	There's nothing wrong with the health insurance mandate according to the constitution.	refutes
2981	The United States’ individual health insurance mandate is unconstitutional	The mandate is not constitutional under the commerce clause	supports
2982	It is sometimes right for the government to restrict freedom of speech	Choosing cultural values are the rights of the people.	refutes
2983	It is sometimes right for the government to restrict freedom of speech	People have a right to choose their cultural values	refutes
2984	It is sometimes right for the government to restrict freedom of speech	It may be necessary in the interests of national security	supports
2985	It is sometimes right for the government to restrict freedom of speech	Free speech is bad for national security.	supports
2986	It is sometimes right for the government to restrict freedom of speech	The nation is at risk if everyone can say anything they want.	supports
2987	It is sometimes right for the government to restrict freedom of speech	Protection of Minors	supports
2988	It is sometimes right for the government to restrict freedom of speech	Limiting free speech protects youth.	supports
2989	It is sometimes right for the government to restrict freedom of speech	Free speech allows challenges to orthodox beliefs	refutes
2990	It is sometimes right for the government to restrict freedom of speech	The freedom of speech can be curtailed when it represents a serious threat to society	supports
2991	It is sometimes right for the government to restrict freedom of speech	In some cases freedom of speech should be limited to protect a nation's security.	supports
2992	It is sometimes right for the government to restrict freedom of speech	Serious threats to our society sometimes justify restricting a specific person or group's freedom of speech.	supports
2993	It is sometimes right for the government to restrict freedom of speech	Everyone should be allowed free speech.	refutes
2994	It is sometimes right for the government to restrict freedom of speech	Everyone, even extremists, deserve their freedom of expression protected	refutes
2995	It is sometimes right for the government to restrict freedom of speech	Freedom of Speech is a Universal Right	refutes
2996	It is sometimes right for the government to restrict freedom of speech	Freedom of expression is a right guaranteed to all, and reducing or eliminating those freedoms is never acceptable.	refutes
2997	It is sometimes right for the government to restrict freedom of speech	Freedoms are not earned or deserved they are given to all people equally and no one should determine which agendas are too extreme to receive this protection.	refutes
2998	Refusing to stand for the National Anthem is an appropriate form of protest.	Refusing to stand for the national anthem angers many and sows division in our country.	refutes
2999	Refusing to stand for the National Anthem is an appropriate form of protest.	When a national figure such as an NFL player refuses to stand for the national anthem, it shocks people into paying attention and generates conversation.	supports
3000	Refusing to stand for the National Anthem is an appropriate form of protest.	An NFL player, as a celebrity, can get people to notice and discuss issues by not standing for the anthem.	supports
3001	Refusing to stand for the National Anthem is an appropriate form of protest.	When people see a celebrity not standing for the national anthem, it makes people notice and spurs debate.	supports
3002	Refusing to stand for the National Anthem is an appropriate form of protest.	Refusing to stand for the national anthem shows disrespect for the flag and members of the armed forces.	refutes
3003	Refusing to stand for the National Anthem is an appropriate form of protest.	Although refusing to stand for the national anthem is an appropriate form of protest, it shows disrespect for the flag.	refutes
3004	Refusing to stand for the National Anthem is an appropriate form of protest.	Refusing to stand for the national anthem can be viewed as disrespectful	refutes
3005	Refusing to stand for the National Anthem is an appropriate form of protest.	Not acknowledging the flag and anthem is  perceived as a slight to the military.	refutes
3006	Refusing to stand for the National Anthem is an appropriate form of protest.	A lack of respect and perceived lack of patriotism is brought forth by failing to stand for the national anthem.	refutes
3007	Refusing to stand for the National Anthem is an appropriate form of protest.	When one believes the United States is not living up to its ideals of freedom, liberty, and justice for all, refusing to stand for the national anthem is appropriate and justified.	supports
3008	Refusing to stand for the National Anthem is an appropriate form of protest.	It is OK to not stand for the national anthem if you think the US is not honoring its ideals.	supports
3009	Refusing to stand for the National Anthem is an appropriate form of protest.	Freedom, liberty, and justice for all are important, and if someone feels the US is not honoring that, they are free to not stand for the anthem.	supports
3010	Refusing to stand for the National Anthem is an appropriate form of protest.	Not standing for the national anthem is a legal form of peaceful protest, which is a First Amendment right.	supports
3011	Refusing to stand for the National Anthem is an appropriate form of protest.	Peaceful protest, like not standing for the anthem, is protected by the First Amendment.	supports
3012	Refusing to stand for the National Anthem is an appropriate form of protest.	Our Constitution allows us to peacefully protest legally, so there's no reason someone should be forced to stand for the anthem.	supports
3013	Refusing to stand for the National Anthem is an appropriate form of protest.	Not standing for the national anthem is an ineffective and counterproductive way to promote a cause.	refutes
3014	Refusing to stand for the National Anthem is an appropriate form of protest.	Not standing for the anthem doesn't do anything to actually protest injustice.	refutes
3015	Refusing to stand for the National Anthem is an appropriate form of protest.	Not standing for the anthem is counterproductive because it undermines your cause.	refutes
3016	Religion In Itself Is A Purely Positive Force In The World	Religious Doctrine Preaches Altruism	supports
3017	Religion In Itself Is A Purely Positive Force In The World	Religion's Net Impact On The World Is A Positive One	supports
3018	Religion In Itself Is A Purely Positive Force In The World	After looking the pros and cons we can conclude religion is a very positive force.	supports
3019	Religion In Itself Is A Purely Positive Force In The World	Religion Does NOT Cause War.	supports
3020	Religion In Itself Is A Purely Positive Force In The World	Religion Does Not Condone Destructive War	supports
3021	Religion In Itself Is A Purely Positive Force In The World	War does not occur due to religion.	supports
3022	Religion In Itself Is A Purely Positive Force In The World	Religion does not promote violence.	supports
3023	Religion In Itself Is A Purely Positive Force In The World	Religious organisations are by far the largest providers of charity in the world	supports
3024	Religion In Itself Is A Purely Positive Force In The World	Religious organisations provide the most charitable giving among anyone else worldwide.	supports
3025	Religion In Itself Is A Purely Positive Force In The World	No one else gives or does more charitable work in the world than religious organisations.	supports
3026	Religion In Itself Is A Purely Positive Force In The World	Religious ceremonies and organisations provide solace and celebration for the great changes in life such as birth, marriage and death, there is democratic support for this around the world	supports
3027	Religion In Itself Is A Purely Positive Force In The World	Religious events are a good place for people to celebrate various life milestones.	supports
3028	Religion In Itself Is A Purely Positive Force In The World	People are able to celebrate various life events at religious gatherings and so there is democratic support for religion.	supports
3029	The U.S. Should Ban The Use of Cluster Bombs	Rejecting the Ban on Cluster Bombs Hurts the international image of the U.S.	supports
3030	The U.S. Should Ban The Use of Cluster Bombs	This House Believes That the U.S. Should Ban The Use of Cluster Bombs	supports
3031	The U.S. Should Ban The Use of Cluster Bombs	Cluster Bombs are too unreliable, so the U.S. should ban them.	supports
3032	The U.S. Should Ban The Use of Cluster Bombs	The U.S. should ban Cluster Bombs because they have no place in this world.	supports
3033	The feminist movement should seek a ban on pornography	Pornography liberates women	refutes
3034	The feminist movement should seek a ban on pornography	Porn is inherently dehumanising	supports
3035	The feminist movement should seek a ban on pornography	Pornography dehumanizes its subject.	supports
3036	The feminist movement should seek a ban on pornography	Pornography inherently makes a person less human.	supports
3037	The feminist movement should seek a ban on pornography	Pornography eroticises violence	supports
3038	The feminist movement should seek a ban on pornography	Pornography makes violence look sexy.	supports
3039	The feminist movement should seek a ban on pornography	The feminist movement should not allow women to sell themselves	supports
3040	The feminist movement should seek a ban on pornography	Feminists shouldn't allow women to sell their bodies for porn.	supports
3041	The feminist movement should seek a ban on pornography	Selling one's body for porn is anti-feminist.	supports
3042	The feminist movement should seek a ban on pornography	Attempting to ban it would only cause further problems	refutes
3043	The feminist movement should seek a ban on pornography	Only more problems would arise from the prohibition of pornography	refutes
3044	The feminist movement should seek a ban on pornography	Pornography fuels unreachable ideals	supports
3045	The feminist movement should seek a ban on pornography	Pornography causes unreachable standards.	supports
3046	The feminist movement should seek a ban on pornography	Pornography gives people unrealistic ideas.	supports
3047	Africans are worse off due to natural resources	Natural resources create employment	refutes
3048	Africans are worse off due to natural resources	One positive of natural resources is that it creates jobs.	refutes
3049	Africans are worse off due to natural resources	Natural resources are of huge benefit for many reasons, one being the creation of work for the people.	refutes
3050	Africans are worse off due to natural resources	Resources are a source of conflict	supports
3051	Africans are worse off due to natural resources	The crux of the conflict comes down to the resources.	supports
3052	Africans are worse off due to natural resources	Conflict is centered around resources.	supports
3053	Africans are worse off due to natural resources	Foreign companies gain most of the profits	supports
3054	Africans are worse off due to natural resources	Foreign companies benefit most from the relationship.	supports
3055	Africans are worse off due to natural resources	The arrangement works to the disproportionate advantage of the foreign companies.	supports
3056	Africans are worse off due to natural resources	Bring Africa out of poverty	refutes
3057	Africans are worse off due to natural resources	Resource abundance has led to poor governance	supports
3058	Africans are worse off due to natural resources	An influx in resources has led to inefficient leaders	supports
3059	Africans are worse off due to natural resources	Richness in resources has caused our leaders to govern poorly	supports
3060	The federal minimum wage should be increased	Increasing the federal minimum wage would disproportionately harm the poorest areas of the United States.	refutes
3061	The federal minimum wage should be increased	Increasing the minimum wage only serves to hurt the unskilled, poor workers.	refutes
3062	The federal minimum wage should be increased	By increasing the minimum wage, the poorest section of America is hurt more than any section is helped.	refutes
3063	The federal minimum wage should be increased	Raising the minimum wage would help reduce the federal deficit.	supports
3064	The federal minimum wage should be increased	Increasing the minimum wage would reduce the federal deficit.	supports
3065	The federal minimum wage should be increased	Raising the minimum wage would encourage companies to outsource jobs to countries where costs would be lower.	refutes
3066	The federal minimum wage should be increased	Raising the minimum wage would force employers to find lower cost labor	refutes
